samples_acholi/Acholi_0.wav|bilinyanya pol kare dongo maber ka lyeto tye
samples_acholi/Acholi_1.wav|ngom me pur i kare mukene obedo peko madit bot lupur
samples_acholi/Acholi_2.wav|lupur omyero ki konygi wek nong miti me puru mwanyi
samples_acholi/Acholi_3.wav|uganda tye ka keme ki lok me pur
samples_acholi/Acholi_4.wav|jami apita mukene too woko pien pe ginongo ceng muromo
samples_acholi/Acholi_5.wav|kwene ma watwero nongo kodi maber ma two pe cubu dok cato yot?
samples_acholi/Acholi_6.wav|tyen gwana pol kare mite me apita
samples_acholi/Acholi_7.wav|poto man tye ki nyanya ma two obalo
samples_acholi/Acholi_8.wav|inongo lok ma lubbe ki biacara me cato layata ki kwene?
samples_acholi/Acholi_9.wav|redio stason omiyo ki wan yo me cato pot dek ma wa pure
samples_acholi/Acholi_10.wav|cim cing okonya oweko anongo lok ma lubbe ki kit me nongo yat akira i muranga
samples_acholi/Acholi_11.wav|dwe mukato, abedo ki miti me nongo pwony i kom matunda
samples_acholi/Acholi_12.wav|lok ma lubbe ki biacara me labolo omyero kimi ki lupur weng
samples_acholi/Acholi_13.wav|lupur mito ngec i kom luwil madongo calo kampuni matye ki kodi nyanya ma rwome malo
samples_acholi/Acholi_14.wav|dukan mogo ma lupur nongo iye mocam ki kodi cam apita me rwom ma malo
samples_acholi/Acholi_15.wav|purogram me pur ma i rediyo miyo ngec ma lubbe ki kit me nongo kodi gwana
samples_acholi/Acholi_16.wav|tye kwayi gwana mapat pat ma twero dongo i kabedo meno
samples_acholi/Acholi_17.wav|ka lupur onongo kwena con ma lubbe ki two ma balo cam ma i poto, ci konyo weko giyubbe con
samples_acholi/Acholi_18.wav|lupur twero nongo kony ma dit ka gunongo ngec me gengo onyo cango two ma balo jami ma i poto
samples_acholi/Acholi_19.wav|i ceng baraja weng, lupur nongo pwony ma lubbe ki diro me puru mwanyi
samples_acholi/Acholi_20.wav|lupur mito ngec ma lubbe ki alokaloka me piny wek guyubbe ma opore
samples_acholi/Acholi_21.wav|gang kal omiyo ki lupur ngec me puru gwana
samples_acholi/Acholi_22.wav|tye yub mapat pat me nyayo lim i cing lwak ma nongo i lok me pur
samples_acholi/Acholi_23.wav|obedo ber tutwal ni dano weng ma i distrik obed ki poto
samples_acholi/Acholi_24.wav|diro mogo ma gitiyo kwedgi i pur macalo kalo kin jami apita, doo, lweny i kom anyayi ki two
samples_acholi/Acholi_25.wav|lupur kiminigi kero me penyo lapeny mo keken ma lubbe ki lok me pur
samples_acholi/Acholi_26.wav|lupur kiminigi tam me pito wit cam mapat pat ma wile oyot
samples_acholi/Acholi_27.wav|tye yat akira mapat pat ma kicwako tic kwedgi me akira i muranga
samples_acholi/Acholi_28.wav|pur tye ki magoba madit tutwal bot lupur matye ki ngom manok
samples_acholi/Acholi_29.wav|puru wit cam mapat pat aye bikonyo laco cani
samples_acholi/Acholi_30.wav|wan wanongo ngec ki i redio pi kit me gwoko cam wek pe obale
samples_acholi/Acholi_31.wav|ginongo ngec ma lubbe ki kare me pit, gwoko ngom ki puru cam ki bene kit me gwoko cam i nge kac
samples_acholi/Acholi_32.wav|ngec ma lubbe ki pito nyig yadi macalo mucungu ki lemon gi ni medo ki pot dek obedo gin ma pire tek bot lupur
samples_acholi/Acholi_33.wav|ngec ma lubbe ki alokaloka me piny ki yubu poto me pur
samples_acholi/Acholi_34.wav|lok mogo ma kiketo i redio miyo ngec ma lubbe ki kwene ma lupur twero cato cam gi kun ginongo magoba madit
samples_acholi/Acholi_35.wav|purogram me pur ma kiketo i redio konyo lupur weko gingeyo kare mene me pito cam
samples_acholi/Acholi_36.wav|lupur nongo ngec me pito kodi mabeco, ki bene two ango mayelo jami ma i poto
samples_acholi/Acholi_37.wav|tye dule mogo ma miyo ngec bot lupur ma lubbe ki jami me ameda i poto ki kodi mabeco me apita kun ngec man woto ki i redio
samples_acholi/Acholi_38.wav|winyi ocamo anyogi weng ma i poto pa dako ni
samples_acholi/Acholi_39.wav|oboke eni ma oboke oloke  ki tere matye olokke kwa-kwa ni tye ki two
samples_acholi/Acholi_40.wav|oboke ne tye oloke yellow itenge ka dong dyere bedo waci nyal aye omako
samples_acholi/Acholi_41.wav|gin manen calo nyal ma i boke anyogi en aye weko wii oboke two woko
samples_acholi/Acholi_42.wav|oboke mogo ma two omako dong gutyeko two woko
samples_acholi/Acholi_43.wav|oboke mogo ma oboke ma rangi ne yello tye ma odole i bute tung cel
samples_acholi/Acholi_44.wav|lanyut acel manonge i oboke anyogi manen calo nyal ki anyogi ma two omako en aye oboke ma rangi ne oloke odoko yellow
