solomon_samples/1/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Bilinyanya pol kare dongo maber ka lyeto tye
solomon_samples/2/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Ngom me pur i kare mukene obedo peko madit bot lupur
solomon_samples/3/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Lupur omyero ki konygi wek nong miti me puru mwanyi
solomon_samples/4/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Uganda tye ka keme ki lok me pur
solomon_samples/5/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|jami apita mukene too woko pien pe ginongo ceng muromo
solomon_samples/6/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Kwene ma watwero nongo kodi maber ma two pe cubu dok cato yot?
solomon_samples/7/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Tyen gwana pol kare mite me apita
solomon_samples/8/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Poto man tye ki nyanya ma two obalo
solomon_samples/9/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Inongo lok ma lubbe ki biacara me cato layata ki kwene?
solomon_samples/10/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Redio stason omiyo ki wan yo me cato pot dek ma wa pure
solomon_samples/11/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Cim cing okonya oweko anongo lok ma lubbe ki kit me nongo yat akira i muranga
solomon_samples/12/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Dwe mukato, abedo ki miti me nongo pwony i kom matunda
solomon_samples/13/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Lok ma lubbe ki biacara me labolo omyero kimi ki lupur weng
solomon_samples/14/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Lupur mito ngec i kom luwil madongo calo kampuni matye ki kodi nyanya ma rwome malo
solomon_samples/15/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Dukan mogo ma lupur nongo iye mocam ki kodi cam apita me rwom ma malo
solomon_samples/16/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Purogram me pur ma I rediyo miyo ngec ma lubbe ki kit me nongo kodi gwana
solomon_samples/17/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Tye kwayi gwana mapat pat ma twero dongo i kabedo meno
solomon_samples/19/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Lupur twero nongo kony ma dit ka gunongo ngec me gengo onyo cango two ma balo jami ma i poto
solomon_samples/21/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Lupur mito ngec ma lubbe ki alokaloka me piny wek guyubbe ma opore
solomon_samples/22/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Gang kal omiyo ki lupur ngec me puru gwana
solomon_samples/23/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Tye yub mapat pat me nyayo lim i cing lwak ma nongo i lok me pur
solomon_samples/25/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Diro mogo ma gitiyo kwedgi I pur macalo kalo kin jami apita, doo, lweny i kom anyayi ki two
solomon_samples/26/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Lupur kiminigi kero me penyo lapeny mo keken ma lubbe ki lok me pur
solomon_samples/27/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Lupur kiminigi tam me pito wit cam mapat pat ma wile oyot
solomon_samples/28/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Tye yat akira mapat pat ma kicwako tic kwedgi me akira i muranga
solomon_samples/29/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Pur tye ki magoba madit tutwal bot lupur matye ki ngom manok
solomon_samples/30/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Puru wit cam mapat pat aye bikonyo laco cani
solomon_samples/31/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Wan wanongo ngec ki i redio pi kit me gwoko cam wek pe obale
solomon_samples/33/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Ngec ma lubbe ki pito nyig yadi macalo mucungu ki lemon gi ni medo ki pot dek obedo gin ma pire tek bot lupur
solomon_samples/34/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Ngec ma lubbe ki alokaloka me piny ki yubu poto me pur
solomon_samples/35/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Lok mogo ma kiketo i redio miyo ngec ma lubbe ki kwene ma lupur twero cato cam gi kun ginongo magoba madit
solomon_samples/37/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Lupur nongo ngec me pito kodi mabeco, ki bene two ango mayelo jami ma i poto
solomon_samples/39/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Winyi ocamo anyogi weng ma i poto pa dako ni
solomon_samples/40/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Oboke eni ma oboke oloke  ki tere matye olokke kwa-kwa ni tye ki two
solomon_samples/41/d2a408c7-0133-4924-acd0-bb9c568294b7.wav|1|Oboke ne tye oloke yellow itenge ka dong dyere bedo waci nyal aye omako
